"Close/Last","Open"
99.76,99.17
99.48,99.96
99.5,99.38
100.77,99.83
100.26,100.82
99.99,100.27
100.59,100.12
101.7,100.63
102.37,101.91
101.5,102.03
102.02,101.56
102.61,102.13
102.44,102.6
104.07,102.96
103.74,103.85
104.35,103.71
104.35,104.35
104.11,104.27
102.72,104.14
103.58,103.06
102.71,103.51
102.47,102.92
102.66,102.44
102.64,102.79
102.48,102.37
102.66,102.44
104.41,102.78
104.35,104.46
104.4,104.3
106.53,104.47
106.91,106.84
106.9,106.88
106.36,106.59
105.97,106.6
106.43,106.11
107.26,106.6
106.17,107.42
106.03,106.02
106.5,106.14
105.84,106.71
105.74,105.64
105.37,105.69
105.34,105.44
104.48,105.21
104.06,104.06
104.06,104.06
103.53,103.75
103.4,103.39
102.29,103.45
102.93,101.95
100.83,102.86
100.91,100.46
99.96,100.93
101.2,100.21
103.19,101.49
103.13,103.72
104.59,102.97
104.42,104.58
103.12,101.96
102.07,103.2
102.09,102.04
101.67,101.87
100.97,101.6
100.27,101.03
98.17,99.47
97.88,97.7
98.29,97.67
97.38,98.41
96.92,97.62
97.34,96.89
97.65,97.64
98.08,97.54
97.37,97.84
97.59,97.2
95.58,97.3
97.35,95.5
96.41,97.1
94.48,96.56
96.07,94.7
93.96,93.49
93.65,93.89
93.35,93.34
93.86,93.36
93.88,93.88
94.55,93.75
95.96,94.56
95.96,95.96
92.88,95.76
95.54,93.28
94.45,95.07
93.29,94.57
92.66,93.49
92.75,93.11
91.67,92.79
92.83,91.71
92.27,93.05
92.92,92.13
94.88,92.81
94.42,94.71
93.07,93.97
92.41,92.97
91.52,92.22
91.56,90.7
92.8,91.72
92.53,92.89
93.54,92.47
94.57,93.35
91.16,94.34
90.73,91.36
91.01,90.74
89.74,91.38
90.34,89.59
88.85,90.45
87.31,88.43
85.77,87.73
85.82,84.39
85.74,85.2
81.84,84.98
81.78,82.05
82.7,81.06
82.75,83.18
82.71,83.13
82.81,82.76
80.52,82.55
82.09,80.42
81.01,81.95
81,81.27
81.42,80.64
82.2,81.55
81.12,81.93
80.54,81.04
78.78,80.59
77.19,78.22
78.68,77.36
77.91,78.87
78.65,77.86
77.4,78.5
77.94,77.18
77.18,77.5
74.21,76.95
75.82,74.36
75.64,75.93
74.61,75.49
74.58,74.23
75.58,74.25
76.51,76.29
75.78,76.62
74.09,75.51
73.69,73.5
73.69,73.69
66.15,68.93
69,66
66.88,69.24
67.38,67.6
66.81,67.4
65.84,66.8
63.05,65.46
63.82,63.01
60.94,63.33
59.95,61.12
57.81,59.17
55.91,57.07
55.93,55.4
56.47,55.5
54.11,55.83
56.52,55.5
55.26,57.68
57.12,55.39
55.84,56.8
55.84,55.84
54.73,55.86
53.61,55.05
54.12,53.72
53.27,53.87
53.27,53.27
52.69,53.76
50.04,51.69
47.93,50
48.65,48
48.79,48.78
48.36,48.92
46.07,48.19
45.89,45.69
48.48,46.16
46.25,48.6
48.69,46.35
48.69,48.69
46.39,47.53
47.78,46.69
46.31,47.35
45.59,46.63
45.15,45.2
46.23,45.13
44.45,45.83
44.53,44.43
48.24,44.63
49.57,49.78
53.05,49.79
48.45,48.58
50.48,48.67
51.69,50.86
52.86,52.01
50.02,52.43
48.84,50.98
51.21,49.42
52.78,51.35
52.78,52.78
53.53,52.74
52.14,53.23
51.16,50.49
50.34,51.24
49.45,50.75
49.28,49.42
50.99,49.16
48.17,51
49.76,48.97
49.59,49.45
50.52,49.8
51.53,50.61
50.76,51.62
49.61,50.89
50,49.6
48.29,50.08
48.17,48.77
47.05,48.44
44.84,46.93
43.88,44.81
43.46,43.84
44.66,42.51
43.96,44.6
45.72,43.99
47.45,46.41
47.51,47.46
49.21,47.72
51.43,49.02
48.87,51.01
48.68,48.57
47.6,48.73
50.09,47.55
49.14,49.59
49.14,49.14
52.14,49.47
53.98,53.23
50.42,53.18
50.79,51
51.64,50.73
51.91,51.81
53.29,52.05
56.39,53.55
56.71,55.92
55.74,56.56
56.38,56.16
55.26,56.41
56.16,56.34
57.74,56.28
57.15,57.53
56.99,57.3
57.06,56.65
58.58,56.93
59.63,58.55
59.15,59.79
58.93,59.3
60.4,58.85
60.93,60.72
58.94,60.69
59.39,59.02
59.25,59.43
60.75,59.27
60.5,61.23
59.88,60.1
59.69,59.67
59.43,59.85
57.26,59.54
58.98,58.32
60.72,58.81
59.72,60.66
59.72,59.72
58.03,59.83
57.51,58.32
57.68,57.63
60.3,57.97
60.2,60.29
61.26,60.18
59.64,61.02
58,59.57
59.13,57.99
58.14,58.96
60.14,58.31
61.43,60.58
60.77,61.14
59.96,60.55
59.52,59.9
59.97,59.6
59.92,60.03
60.45,59.78
59.61,60.5
59.68,59.5
61.01,60.21
60.27,61.14
59.7,60.22
59.63,59.66
58.33,58.84
59.47,58.27
56.96,58.98
56.93,56.42
56.93,56.93
52.53,54.9
52.33,52.75
51.65,52.91
52.78,51.83
52.74,52.48
52.2,52.15
53.04,52
51.41,53.4
50.91,51.62
50.89,50.91
50.15,50.76
50.36,49.95
49.19,50.71
48.45,49.23
48.14,48.79
47.39,48
47.98,47.02
48.79,47.81
48.52,48.83
47.12,48.47
45.17,46.86
45.74,45.35
45.15,45.96
44.66,45.16
43.87,44.82
44.96,43.58
43.08,44.81
43.3,43.27
42.23,43.34
42.5,42.23
41.87,42.18
42.62,41.88
40.8,42.41
41.14,40.58
40.45,41.03
38.24,40.3
39.31,38.18
38.6,39.69
42.56,42.63
45.22,42.68
49.2,48.05
45.41,48.1
46.25,44.26
46.75,46.11
46.05,45.82
46.05,46.05
45.94,44.25
44.15,45.79
45.92,44.16
44.63,45.71
44,44.78
44.59,44.11
47.15,45.16
46.9,47.13
44.68,46.89
46.68,44.97
45.83,46.45
44.48,46.54
44.91,44.62
45.7,45.05
44.43,45.38
45.23,44.5
45.09,44.92
44.74,45.38
45.54,45.07
46.26,45.65
48.53,46.2
47.81,49
49.43,48.11
49.63,49.69
47.1,49.51
46.66,47.46
46.64,46.69
46.38,46.28
47.26,46.87
45.89,47.27
45.55,46.25
45.2,45.88
45.38,45.27
44.6,45.44
43.98,43.81
43.2,43.78
45.94,43.44
46.06,46.06
46.59,45.74
46.14,46.43
47.9,46.11
46.32,47.74
45.2,45.41
44.29,45.41
43.87,44.52
44.21,43.65
42.93,43.63
41.75,43.05
40.74,41.61
41.74,40.92
40.67,41.09
40.75,41.11
40.54,40.72
40.39,40.54
41.75,42.08
42.87,42.04
43.04,43.25
43.04,43.04
41.71,42.55
41.65,41.77
41.85,41.73
39.94,41.69
41.08,40.15
39.97,41.31
37.65,40.1
37.51,37.68
37.16,37.86
36.76,37.27
35.62,36.63
36.31,35.4
37.35,36.32
35.52,36.79
34.95,35.8
34.73,34.87
34.74,34.58
36.14,36.42
37.5,37.86
38.1,37.86
38.1,38.1
36.81,36.63
37.87,36.7
36.6,37.36
37.04,36.81
36.76,37.6
35.97,36.9
33.97,36.18
33.27,34.09
33.16,33.3
31.41,32.94
30.44,31.11
30.48,30.54
31.2,30.6
29.42,29.2
28.46,29.07
26.55,28.33
29.53,28.35
32.19,29.84
30.34,32.05
31.45,29.81
32.3,30.55
33.22,32.19
33.62,33.7
31.62,33.83
29.88,29.75
32.28,29.75
31.72,31.67
30.89,31.64
29.69,30.97
27.94,30.17
27.45,28.36
26.21,27.34
29.44,29.08
29.04,30.05
30.66,29.14
30.77,31.35
29.64,30.6
31.48,29.72
31.87,33.34
32.15,31.28
33.07,32.19
32.78,33.04
33.75,32.72
34.4,33.9
34.66,34.75
34.57,34.73
35.92,34.66
37.9,36.2
36.5,37.94
38.29,36.36
37.84,38.17
38.5,37.99
37.18,38.17
36.34,37.37
40.2,36.74
40.2,38.59
39.44,40.25
41.52,39.06
41.45,41.59
39.79,41.19
39.46,39.73
39.39,39.55
38.28,39.32
38.32,38.52
38.34,38.3
36.79,38.14
35.7,35.5
35.89,35.5
37.75,36.52
37.26,37.76
39.72,37.52
40.36,39.72
42.17,40.35
41.76,41.63
41.5,41.54
40.36,41.43
39.78,38.75
41.08,40.04
44.18,40.8
43.18,43.97
43.73,43.42
42.64,43.75
44.04,42.96
45.33,44.64
46.03,45.3
45.92,45.9
44.78,45.59
43.65,44.92
43.78,43.85
44.32,44.04
44.66,44.52
43.44,45
44.66,43.25
46.23,44.6
46.7,46
46.21,46.41
47.72,46.28
48.31,47.9
48.19,48.53
48.16,47.87
48.41,48.2
48.08,48.46
48.62,48.08
49.56,49.09
49.48,49.7
49.33,49.54
49.1,49.63
49.01,48.82
49.17,48.9
48.62,49.04
49.69,48.88
50.36,49.71
51.23,50.41
50.56,51.45
49.07,50.47
48.88,48.85
48.49,48.52
48.01,47.9
46.21,47.45
47.98,45.99
49.37,48.29
49.85,49.14
49.13,50.22
50.11,49.08
47.64,50.3
46.33,47.81
47.85,46.59
49.88,48.06
48.33,49.55
48.99,49.11
46.6,48.73
47.43,46.83
45.14,47.88
45.41,45.19
44.76,45.07
46.8,44.58
45.68,46.58
45.95,45.14
45.24,45.52
44.65,46.12
45.75,45.23
44.75,45.66
44.75,45.65
44.19,44.6
43.13,44.2
42.92,43.07
41.92,42.66
41.14,41.93
41.6,41.12
40.06,41.35
39.51,40.08
40.83,39.7
41.93,41.16
41.8,41.84
43.02,41.99
42.77,42.83
41.71,42.74
43.49,41.48
44.49,43.46
45.74,44.74
46.58,45.59
46.79,46.37
48.22,46.9
48.52,48.33
47.05,48.4
48.1,47.39
46.77,47.59
47.33,46.8
47.64,47.37
46.98,47.22
46.35,46.98
44.7,46.24
43.16,44.85
44.83,43.55
45.5,45.04
45.5,44.85
47.62,47.32
45.88,47.36
46.29,45.57
44.9,46.06
43.58,45
43.91,43.7
43.03,43.71
43.3,43.18
43.44,43.13
45.34,44.5
46.32,45.62
44.48,46.07
45.93,44.62
44.67,45.62
47.05,44.96
47.83,47.2
48.24,47.76
48.81,48.04
48.69,48.65
49.83,49.26
50.44,49.65
49.81,50.59
51.35,49.57
50.79,51.1
50.18,50.84
50.44,50
50.35,50.58
49.94,50.23
50.29,50.04
51.6,50.77
50.43,51.4
50.85,50.66
50.52,50.85
49.96,50.49
49.18,49.31
49.72,49.22
48.7,49.61
46.86,48.25
46.67,46.77
45.34,46.32
44.66,45.48
44.07,44.63
44.89,44.45
44.98,44.97
45.27,44.82
44.66,45.31
43.41,44.35
43.32,43.2
45.81,43.76
45.57,45.77
45.42,45.37
45.69,44.93
47.49,45.83
48.03,48.37
47.96,47.97
46.06,47.98
47.08,45.43
45.23,46.88
49.44,45.24
51.06,49.07
51.68,51.01
51.79,51.46
50.93,50.97
49.77,50.93
50.84,49.88
51.5,50.92
52.83,52.58
52.98,52.51
51.04,52.45
50.9,50.79
51.9,51.1
52.12,52.15
52.23,52.11
52.49,53.56
53.02,52.68
53.02,52.68
53.9,53.29
54.06,53.93
53.77,53.66
53.72,53.87
52.33,54.2
53.26,52.49
53.76,53.39
53.99,53.73
51.96,53.75
50.82,51.83
52.25,50.81
53.01,52.37
52.37,53.05
52.48,52.54
51.08,52.52
51.37,51.39
53.22,52.2
52.75,53.33
53.18,52.86
52.75,52.95
53.78,52.96
53.17,53.74
52.63,53.15
52.81,52.6
53.88,52.76
53.54,53.57
53.83,53.68
53.01,53.81
52.17,53.14
52.34,51.64
53,52.37
53.86,53.15
52.93,53.8
53.2,52.91
53.11,53
53.36,53.01
53.4,53.48
54.06,53.68
53.59,54.26
54.45,53.91
53.99,54.33
54.05,54.02
54.01,54.04
53.83,53.95
52.61,53.69
53.33,52.58
53.2,53.19
53.14,53.17
50.28,52.79
49.28,50.22
48.49,49.61
48.4,48.45
47.72,48.45
48.86,48.76
48.75,49.01
48.78,48.79
48.22,48.7
47.34,47.93
48.04,48.16
47.7,48.15
47.97,47.67
47.73,48.12
48.37,47.89
49.51,48.47
50.35,49.6
50.6,50.32
50.24,50.69
51.03,50.24
51.15,51.18
51.7,50.8
52.24,51.7
53.08,52.31
53.4,53.13
53.11,53.4
53.18,52.85
52.65,52.97
52.41,52.75
50.44,52.36
50.27,50.63
49.62,50.71
49.23,49.68
49.56,49.22
49.62,49.36
48.97,49.22
49.33,49.27
48.84,49.17
47.66,48.78
47.82,48.12
45.52,47.6
46.22,45.51
46.43,46.35
45.88,46.49
47.33,46.18
47.83,47.39
47.84,47.81
48.85,47.85
48.66,48.82
49.07,48.23
49.35,48.93
50.33,49.28
50.73,50.6
51.47,51.04
51.36,51.44
48.9,51.25
49.8,48.75
49.66,50.07
48.32,49.65
48.36,48.63
47.66,48.04
47.4,47.71
48.19,47.4
45.72,47.98
45.64,45.85
45.83,45.71
46.08,45.8
46.46,46.01
44.73,45.94
44.46,44.69
44.74,44.25
44.2,44.68
43.23,44.11
42.53,43.38
42.74,42.55
43.01,42.8
43.38,43.16
44.24,43.49
44.74,43.7
44.93,44.89
46.04,44.89
47.07,47.04
45.13,47.07
45.52,45.65
44.23,45.35
44.4,44.35
45.04,44.58
45.49,45.74
46.08,45.44
46.54,46.08
46.02,46.68
46.4,45.99
47.12,46.25
46.79,47.09
45.77,46.91
46.34,45.62
47.89,46.46
48.75,48.51
49.04,48.7
49.71,49.17
50.17,49.85
49.16,50.21
49.59,48.8
49.03,49.59
49.58,48.95
49.39,49.59
49.17,49.31
49.56,49
48.59,49.68
48.82,48.52
47.59,48.79
47.55,47.49
46.78,47.72
47.09,46.8
48.51,46.93
47.37,48.72
47.64,47.45
48.41,47.64
47.43,48.36
47.87,47.62
46.57,47.89
46.44,46.86
45.96,46.31
47.23,45.95
47.29,47.28
48.66,47.39
49.16,48.59
49.09,49.14
47.48,49.09
48.07,47.58
48.23,48.12
49.3,48.34
49.89,49.31
49.89,49.72
49.91,49.85
49.48,49.91
50.41,49.84
50.55,50.72
50.66,50.73
52.22,50.68
51.88,52.12
52.14,52.09
51.56,52.05
51.67,51.58
50.58,51.64
50.42,50.59
49.98,50.16
50.79,49.88
49.29,50.75
49.58,49.25
50.92,49.55
51.3,50.94
50.6,51
51.45,50.73
51.87,51.43
51.88,51.93
52.04,51.94
51.29,52.05
51.84,51.42
51.9,52.07
52.47,51.89
52.18,52.56
52.64,52.19
53.9,52.8
54.15,54.16
54.38,54.08
54.3,54.65
54.54,54.28
55.64,54.73
57.35,55.97
57.2,57.27
56.81,56.96
57.17,57.02
56.74,57.02
56.76,56.9
55.7,56.72
55.33,55.06
55.14,55.3
56.55,55.25
56.09,56.69
56.83,56.38
58.02,58.05
58.95,58.54
58.11,58.95
57.99,57.86
57.3,57.73
57.4,57.41
58.36,57.42
57.47,58.32
57.62,57.48
55.96,57.45
56.69,56
57.36,56.65
57.99,57.25
57.14,58.02
56.6,57.45
57.04,56.7
57.3,57.15
57.16,57.37
57.46,57.3
58.09,57.66
58.36,58.02
58.47,58.21
59.97,58.4
59.64,59.79
59.84,59.53
60.42,59.91
60.37,60.2
61.63,60.39
62.01,61.96
61.44,61.9
61.73,61.61
62.96,61.92
63.57,63.41
63.8,63.5
64.3,64.43
63.73,64.8
63.97,63.89
63.95,64.07
63.37,63.74
63.49,63.61
64.47,63.88
65.61,64.42
65.51,65.88
66.14,65.25
65.56,66.18
64.5,65.53
64.73,64.03
65.8,64.76
65.45,65.99
64.15,65.1
63.39,63.43
61.79,63.92
61.15,61.7
59.2,60.43
59.29,59.12
59.19,59.35
60.6,58.98
61.34,60.71
61.68,61.63
61.9,62.5
61.68,61.63
62.77,61.34
63.55,62.6
63.91,63.6
63.01,64.06
61.64,62.79
60.99,61.55
61.25,61.34
62.57,61.55
62.6,62.58
61.15,62.3
60.12,61.33
62.04,60.27
61.36,62.1
60.71,61.37
60.96,60.87
61.19,60.95
62.34,61.19
62.06,62.23
63.4,62.1
65.17,63.72
64.3,65.5
65.88,64.28
65.55,65.9
65.25,65.53
64.38,64.7
64.94,64.69
63.01,64.91
63.51,62.89
63.37,63.59
63.54,63.6
62.06,63.7
63.42,62
65.51,63.3
66.82,65.59
67.07,66.75
67.39,67.18
66.22,67.24
66.52,66.42
68.47,66.68
68.29,68.75
68.4,68.26
68.64,68.22
67.7,68.95
68.05,67.75
68.19,68.03
68.1,68.21
68.57,68.15
67.25,68.56
67.93,67.49
68.43,67.68
69.72,68.5
70.73,69.85
69.06,70.03
71.14,70.05
71.36,71.23
70.7,71.45
70.96,70.54
71.31,71.15
71.49,71.02
71.49,71.56
71.28,71.6
72.24,71.47
72.2,72.62
71.84,72.11
70.71,71.83
67.88,67.55
66.73,66.49
68.21,66.85
67.04,68.24
65.81,67.07
64.75,65.71
65.52,64.94
64.73,65.51
65.95,65.07
65.74,65.98
66.1,65.56
66.36,66.05
66.64,66.01
66.89,66.62
65.06,67
65.85,64.4
65.07,65.82
66.22,65.11
65.54,65.34
68.58,65.93
68.08,68.75
70.53,68.21
72.76,70.68
73.45,72.27
74.15,73.33
73.94,73.62
74.14,74.23
72.94,74.35
73.8,73.16
73.85,73.87
74.11,74.04
70.38,74.2
70.33,70.6
71.01,70.38
68.06,70.52
68.08,68.03
68.76,67.61
69.46,69
68.26,69.39
67.89,68.17
68.52,67.8
69.3,68.77
69.61,69.38
68.69,69.58
70.13,69.01
68.76,70.05
67.66,68.43
68.96,67.86
68.49,68.99
69.01,68.65
69.17,68.9
66.94,69.09
66.81,66.79
67.63,66.74
67.2,67.78
67.04,67.42
65.01,66.62
65.46,64.95
65.91,65.47
66.43,65.91
67.35,66.62
67.86,66.08
67.83,68.07
68.72,67.9
68.87,68.57
68.53,68.93
69.51,68.54
70.25,69.71
69.8,69.89
69.87,70.12
68.72,69.43
67.77,68.64
67.75,67.88
67.54,67.82
69.25,67.53
70.37,69.89
68.59,70.24
68.99,68.79
68.91,68.93
69.85,68.8
71.12,69.71
70.8,71.39
70.78,70.2
72.08,71.14
72.28,72.25
71.57,72.09
72.12,72.01
73.25,72.18
75.3,73.29
75.23,75.42
76.41,75.12
74.33,76.18
74.34,74.67
74.29,74.4
74.96,74.21
73.17,74.66
70.97,72.68
71.34,70.99
71.78,71.85
71.92,71.72
69.75,72.17
68.65,70.03
69.12,68.68
69.17,69.41
66.43,69.55
66.82,66.17
67.33,66.36
67.59,66.95
67.04,67.55
66.18,66.68
65.31,66.32
63.69,64.88
63.14,63.5
