"Adj Close","Open"
96.286354,121.330002
96.413979,120.379997
95.00206,119.870003
93.989075,119.059998
94.136993,117.959999
92.082008,116.110001
91.746162,114.980003
89.81913,113.75
89.667206,112.279999
92.034035,114.779999
92.401848,115.32
96.103981,118.410004
96.056015,120.010002
96.000038,121.220001
96.711723,121.769997
97.06353,120.959999
97.607262,121.059998
95.904091,121.5
97.375366,120.470001
96.143982,120.910004
95.560272,120.910004
94.608749,119.080002
95.000526,119.589996
94.812866,119.099998
94.123154,118.650002
96.785759,119.110001
96.890091,120.800003
97.467491,121.139999
98.349686,121.699997
98.381836,122.480003
97.242897,122.660004
98.261505,121.519997
97.724167,122.330002
99.151695,123.940002
99.424385,123.400002
99.408386,123.459999
99.071533,124.080002
99.175797,123.690002
99.753204,124.879997
99.68103,124.040001
99.873535,124.5
99.576843,123.709999
99.945671,125.040001
100.747711,124.529999
101.188766,125.989998
101.957375,126.040001
101.836876,126.889999
101.531693,126.099998
102.190262,126.059998
102.037651,127.849998
101.547775,126.470001
101.371117,125.389999
101.242638,126.879997
101.917175,127.07
101.86097,127.019997
103.089691,128.039993
102.88887,127.830002
103.202103,127.949997
103.36274,128.619995
103.402885,128.960007
102.672035,127.760002
103.266365,128.679993
103.322533,128.380005
102.680054,129
103.651825,127.980003
104.047966,129.309998
104.144585,129.619995
103.975471,129.229996
104.32972,128.990005
104.361938,129.770004
104.394188,128.929993
104.555153,129.639999
104.096169,130.020004
104.321693,129.600006
104.305588,129.539993
104.200912,129.419998
102.61483,127.93
103.242805,127.639999
103.79837,128.820007
103.98349,129.220001
104.233109,129.169998
106.020561,130.050003
106.181595,131.789993
106.608276,132.009995
106.523598,132.529999
106.539734,131.910004
105.983116,131.360001
105.668488,131.529999
105.006996,130.240005
105.353867,130.220001
106.55587,131.389999
106.217018,132.220001
105.66037,131.729996
105.781456,130.270004
106.321892,131.710007
106.725296,131.559998
106.217018,132.149994
105.281288,130.660004
105.184448,130.100006
104.159981,128.960007
102.457848,128.869995
103.135475,128.169998
104.643951,128.119995
103.579163,129.320007
104.119667,129.229996
105.628128,129.830002
104.99086,130.270004
104.498787,130.229996
104.974503,129.960007
104.199188,128.740005
104.764465,129.270004
105.507454,130.5
106.484734,130.559998
106.605865,132.089996
106.444313,131.809998
107.033905,131.850006
106.928886,132.039993
106.452415,132.410004
105.063278,131.130005
104.861412,129.5
104.247643,129.169998
103.650002,128
103.730728,128.809998
103.52076,127.800003
102.52739,127.18
102.010498,126.82
101.905525,126.779999
100.605263,126.209999
99.929375,124.529999
101.144974,123.690002
101.161163,124.900002
101.063942,123.949997
101.39621,124.919998
100.699249,124.93
101.785225,125.230003
100.480431,124.529999
100.245445,124.019997
98.065506,122.129997
97.879097,121.089996
98.130287,120.639999
100.431862,121.989998
100.909973,125.169998
101.647415,124.120003
100.472336,126.379997
101.777069,124.400002
101.209801,125.339996
102.409172,125.120003
103.375221,126.769997
103.204765,126.800003
103.959724,127.730003
103.878555,128.119995
101.832817,128.149994
102.474152,126.129997
101.280777,125.059998
101.540543,125.029999
102.295525,125.400002
102.125008,125.019997
104.276268,127.75
104.20327,128.619995
104.844604,128.369995
104.544197,128.619995
103.561928,127.790001
103.294022,127.419998
102.571564,127.959999
102.21434,126.43
101.938347,125.209999
103.602585,125.919998
103.196609,127.25
103.764923,127.529999
104.690361,127.489998
104.982628,129.270004
104.112564,128.350006
103.193748,126.019997
102.339958,126.93
102.868477,126.599998
104.551697,128.169998
106.145393,129.020004
106.031563,130.309998
105.454247,130.25
105.259056,130.470001
104.519096,128.660004
106.299881,130.059998
106.438118,130.940002
106.828423,131.320007
106.966644,130.940002
106.982887,131.5
107.275627,131.149994
107.02359,131.740005
107.056076,132.050003
107.104881,131.509995
107.796036,131.770004
107.95829,132.289993
107.925636,132.190002
107.428375,132.570007
107.183723,131.570007
106.29509,131.259995
107.110367,130.210007
106.849487,131.419998
106.686409,130.75
106.735344,130.869995
105.920097,130.380005
106.702713,130.639999
106.172813,130.740005
106.286934,130.369995
108.284363,131.160004
108.382195,132.889999
108.007172,132.770004
108.504501,132.600006
108.732765,133.460007
110.379646,133.270004
110.762794,135.619995
110.493736,135.570007
110.558983,135.149994
110.65683,135.850006
110.836113,135.199997
110.673546,136.210007
110.55101,134.919998
109.75042,135.529999
109.390915,134.369995
109.962852,134.440002
109.513466,133.919998
110.109879,134.619995
109.864799,135.110001
110.028221,134.75
110.714455,135.149994
111.073898,136.089996
110.820625,135.399994
109.954674,135.419998
108.884438,134.399994
108.761948,133.910004
108.761948,133.259995
109.488976,133.339996
110.534714,134.649994
110.640938,134.949997
110.58371,135.259995
108.895966,134.800003
108.887817,132.929993
106.957085,131.600006
106.760803,131
106.989822,131.190002
106.998009,130.679993
106.842659,131.350006
107.971558,131.020004
106.899849,132.559998
107.063469,130.460007
108.028809,131.279999
105.738152,131.050003
104.707352,129.179993
104.650078,127.360001
104.748314,128.190002
104.331039,127.410004
102.883049,127.82
102.678482,125.57
103.017273,125.25
104.682266,126.629997
104.747902,127.309998
105.108765,127.650002
106.535904,128.669998
106.232475,129.119995
105.543427,129.179993
106.330864,128.169998
106.740952,130.229996
106.708206,130.25
106.257072,130.690002
106.125832,129.610001
106.822975,129.710007
107.233101,130.339996
107.905655,131.300003
108.053314,131.589996
108.676689,132.210007
108.68486,132.979996
108.118904,132.529999
107.823624,131.699997
108.627396,131.649994
109.537834,132.679993
108.775085,133.669998
109.242554,132.570007
108.430534,131.059998
107.755913,131.289993
107.624214,131.289993
107.451469,130.940002
106.192619,129.820007
107.434959,128.660004
110.059639,132.990005
109.944443,133.639999
110.298157,133.699997
109.845604,133.690002
109.475418,133.320007
110.010208,133.399994
110.693039,134.199997
110.841217,134.460007
110.981079,134.660004
111.137337,134.289993
110.981079,134.619995
111.754433,135.369995
112.088005,135.809998
112.623352,136.130005
113.216354,137.190002
113.67762,137.589996
114.171852,138.389999
114.196495,138.850006
114.674225,138.440002
114.287109,139.229996
113.99881,138.759995
115.094261,139.289993
114.13063,138.809998
114.805992,139.240005
114.962509,138.880005
114.723633,139.589996
115.086052,139.369995
114.913055,139.619995
115.349617,139.589996
115.20134,140.229996
115.193153,139.380005
115.14933,139.509995
115.57872,139.559998
114.678658,140
114.373154,138.649994
115.446648,139.240005
113.671333,140.330002
114.596085,138.350006
116.098961,138.740005
115.834648,140.449997
116.214546,139.889999
116.487061,140.360001
117.535698,141.690002
117.948578,142.910004
118.196327,142.979996
118.708321,143.949997
119.203766,143.729996
119.236763,144.289993
119.286385,144.440002
120.004677,144.809998
119.832527,144.820007
119.294739,143.850006
119.402336,144.509995
119.824333,144.860001
119.063026,144.119995
119.898743,144.309998
119.327835,145.089996
120.213173,144.669998
119.948433,144.350006
120.246346,145.009995
120.295937,145.300003
121.032463,145.869995
120.097359,146.240005
120.618652,145.360001
120.238037,144.179993
120.767578,145.320007
121.230995,146.080002
122.281837,146.979996
122.794899,147.820007
122.811424,147.990005
120.651726,147.899994
121.934303,146.979996
120.767578,146.550003
120.130432,146.100006
120.214134,144.710007
120.363243,145.380005
121.58902,146.130005
121.299057,147.020004
121.555908,146.639999
121.655273,146.550003
122.46698,147.199997
122.59951,147.869995
121.539337,147.559998
122.549774,147.119995
123.709412,149.259995
123.767372,149.360001
124.454826,149.770004
125.01799,150.130005
124.935226,150.899994
125.100868,150.910004
124.951828,150.75
126.003654,150.880005
126.542007,151.880005
126.268707,152.639999
127.198189,152.419998
127.115067,153.039993
127.505447,153.279999
126.94902,153.710007
126.890907,151.669998
126.890907,152.160004
127.812805,154.210007
126.94902,153.020004
127.164871,152.860001
125.503754,152.610001
126.508766,151.539993
125.952293,152.259995
124.016975,151.220001
124.797737,149.380005
126.517059,151.160004
126.42569,152.789993
125.58683,151.080002
124.473808,152.179993
126.051903,149.740005
125.138252,151.600006
126.068619,151.630005
127.164871,151.960007
125.495453,152.940002
122.580017,149.839996
122.957848,148.029999
121.751015,146.330002
122.600052,147.410004
123.840195,148.300003
124.763931,149.690002
123.640427,149.320007
124.364494,149.520004
123.95665,149.149994
124.464256,148.419998
125.696259,150.720001
126.528503,151.779999
127.169388,152.710007
127.102791,152.770004
128.492844,154.350006
128.318054,154.419998
128.709122,154.559998
128.426208,154.600006
128.54277,154.639999
129.291855,154.979996
129.280182,154.880005
129.271835,155.119995
129.480148,155.570007
129.263535,155.610001
129.280182,154.539993
129.313553,154.479996
129.121887,154.860001
129.105164,155.399994
129.046783,155.119995
129.921936,155.889999
130.180222,155.470001
129.838516,155.910004
129.055115,155.369995
128.796829,154.320007
128.921722,155.330002
128.438385,154.490005
128.37175,153.449997
128.713425,154.419998
127.780037,154.270004
125.946518,152.100006
125.748413,150.580002
125.113396,150.300003
125.121811,149.910004
124.19442,149.440002
124.829353,148.860001
125.188637,149.589996
124.670601,149.830002
123.241829,148.190002
123.693001,147.419998
123.868477,148.020004
123.534302,148.419998
123.751503,148.880005
124.645508,148.020004
124.595428,149.179993
124.570259,149.699997
125.723396,149.5
126.826225,151.470001
127.962639,151.820007
127.86235,153.330002
128.413788,153.339996
129.458252,155.330002
129.75061,155.020004
130.92041,155.160004
130.611282,156.869995
129.174713,156.160004
128.68071,154.110001
128.136658,153.740005
127.600845,153.259995
128.044464,152.699997
127.424942,152.300003
126.41201,150.789993
126.931084,151
126.395317,150.899994
125.298546,150.660004
125.934875,149.679993
124.737709,149.119995
123.507095,149
123.716377,147.690002
126.378639,149.139999
127.391602,150.919998
127.91893,151.190002
126.696693,152.600006
128.521667,152.369995
128.48819,152.110001
128.731293,153.660004
128.672607,153.690002
129.275986,154.029999
128.915619,153.809998
129.736923,154.190002
130.281723,154.910004
130.214691,155.199997
131.161743,155.710007
130.633743,156.729996
130.147644,155.610001
130.625351,155.580002
130.79303,156.259995
130.650574,155.279999
131.765213,156.490005
130.616959,157.720001
131.99147,155.660004
132.092041,157.330002
131.890793,157.419998
132.469269,156.520004
133.03067,158.100006
133.759552,158.570007
133.877075,159.710007
133.784775,159.580002
133.314453,159.550003
134.229797,159.289993
134.683136,159.830002
134.859451,160.809998
134.767105,160.539993
135.06105,160.789993
134.951859,161.110001
134.280106,160.759995
133.499176,159.229996
133.306107,158.460007
132.768646,158.449997
134.481598,159.529999
134.540375,160.289993
134.112213,159.770004
132.928238,159.839996
132.222977,158.210007
132.374084,157.539993
133.423584,158.369995
133.322891,159.270004
135.825058,159.160004
135.925812,161.479996
136.367767,161.619995
136.881287,162.570007
137.33577,162.720001
138.429993,163.600006
138.438431,164.759995
138.539474,164.550003
139.280167,164.940002
138.135437,164.789993
138.371155,164.399994
137.950287,164.990005
138.859299,164.660004
138.337418,164.699997
138.202759,164.949997
138.194305,164.559998
136.561417,163.899994
137.57988,162.740005
138.522598,163.660004
138.026001,164.220001
138.222214,163.789993
137.927414,165.029999
137.708328,163.759995
136.225754,162.429993
133.504807,160.710007
133.11731,158.710007
133.892258,158.470001
132.342209,157.660004
133.243607,158.300003
132.047424,156.229996
129.334946,156.570007
129.798172,153.949997
129.882446,153.720001
131.533478,154.699997
132.915039,156.559998
132.889847,157.759995
